,region,price,description,dateStata,dateISO,year
12118,5,4.29,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12119,9,1.8,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12120,3,1.0,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12121,6,0.80000001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12122,13,1.99,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12123,3,1.9,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12124,8,2.0,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12125,10,2.0,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12126,13,1.3,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12127,3,3.5,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12128,5,1.65,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12129,5,2.0,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12130,2,1.99,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12131,2,1.95,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12132,6,2.55,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12133,7,1.6,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12134,5,3.5999999,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12135,8,3.5999999,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12136,5,1.35,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12137,7,1.5,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12138,2,1.7,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12139,9,2.3900001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12140,9,1.7,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12141,9,2.29,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12142,2,4.0,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12143,4,0.60000002,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12144,3,0.49000001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12145,2,1.99,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12146,7,0.49000001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12147,11,1.65,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12148,12,2.4000001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12149,7,1.5,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12150,11,0.44999999,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12151,12,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12152,4,0.49000001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12153,6,1.7,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12154,10,1.89,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12155,11,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12156,9,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12157,4,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12158,12,2.29,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12159,2,1.5,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12160,12,0.49000001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12161,11,2.2,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12162,8,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12163,12,1.8,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12164,6,0.28999999,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12165,3,9.9899998,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12166,3,1.7,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12167,2,0.69,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12168,8,0.55000001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12169,3,2.45,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12170,3,2.23,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12171,2,0.55000001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12172,2,0.38999999,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12173,4,1.65,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12174,3,1.6900001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12175,10,1.7,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12176,2,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12177,5,1.7,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12178,11,1.5,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12179,4,0.79000002,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12180,8,1.7,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12181,9,1.5,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12182,6,1.29,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12183,7,1.8,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12184,13,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12185,6,2.45,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12186,12,2.0,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12187,13,1.89,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12188,9,2.29,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12189,3,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12190,3,3.5,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12191,12,2.4000001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12192,10,1.5,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12193,5,0.55000001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12194,12,1.5,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12195,8,2.45,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12196,4,1.0,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12197,5,1.89,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12198,9,1.5,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12199,7,0.28999999,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12200,2,2.5,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12201,9,1.89,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12202,2,5.0,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12203,8,0.75,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12204,9,2.29,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12205,5,0.49000001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12206,3,1.7,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12207,3,0.80000001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12208,3,1.89,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12209,13,1.65,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12210,4,1.7,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12211,6,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12212,6,1.5,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12213,3,1.8,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12214,10,1.8,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12215,12,2.29,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12216,7,1.7,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12217,9,0.80000001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12218,4,0.49000001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12219,4,2.45,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12220,9,1.0,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12221,7,3.8900001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12222,2,2.29,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12223,10,0.80000001,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12224,9,2.29,PAIN KILLER TABLETS-16-24 PACK,01-05-2022,2022-05-01,2022
12225,8,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12226,6,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12227,12,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12228,4,2.99,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12229,9,2.3,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12230,8,4.1999998,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12231,10,2.05,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12232,10,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12233,3,4.6900001,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12234,10,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12235,8,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12236,6,5.1500001,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12237,3,4.5999999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12238,8,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12239,8,4.5999999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12240,10,4.5999999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12241,3,4.6900001,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12242,5,4.1999998,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12243,9,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12244,4,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12245,5,4.5999999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12246,4,4.5999999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12247,5,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12248,9,4.1999998,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12249,3,4.5999999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12250,12,4.3899999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12251,8,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12252,12,4.1999998,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12253,13,4.3899999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12254,2,4.4000001,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12255,9,2.99,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12256,2,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12257,5,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12258,4,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12259,2,5.4899998,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12260,6,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12261,7,3.99,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12262,7,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12263,4,4.5999999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12264,12,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12265,12,4.5999999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12266,5,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12267,11,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12268,5,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12269,12,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12270,3,2.99,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12271,8,4.6900001,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12272,3,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12273,3,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12274,2,4.6500001,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12275,3,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12276,13,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12277,3,4.5999999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12278,12,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12279,6,4.5999999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12280,8,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12281,2,5.25,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12282,6,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12283,2,4.1999998,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12284,2,4.75,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12285,7,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12286,4,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12287,9,4.3899999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12288,7,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12289,3,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12290,13,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12291,4,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12292,11,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12293,9,4.3899999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12294,9,4.5999999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12295,7,3.99,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12296,13,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12297,7,4.5999999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12298,10,4.1999998,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12299,3,4.5999999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12300,6,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12301,5,5.4899998,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12302,6,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12303,12,4.5999999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12304,3,5.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12305,6,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12306,9,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12307,10,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12308,9,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12309,6,4.8499999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12310,3,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12311,6,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12312,3,4.75,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12313,10,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12314,2,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12315,5,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12316,12,4.5999999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12317,2,5.4899998,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12318,5,3.99,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12319,3,5.4899998,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12320,2,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12321,8,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12322,3,4.1999998,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12323,9,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12324,11,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12325,12,4.5999999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12326,5,2.99,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12327,7,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12328,10,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12329,11,4.1999998,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12330,3,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12331,2,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12332,11,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12333,2,4.5999999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12334,7,2.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12335,2,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12336,9,4.5999999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12337,12,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12338,9,5.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12339,9,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12340,4,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12341,5,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12342,5,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12343,2,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12344,8,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12345,5,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12346,8,4.3899999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12347,2,4.3899999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12348,2,6.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12349,5,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12350,6,4.1999998,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12351,13,2.99,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12352,3,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12353,3,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12354,7,4.0900002,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12355,11,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12356,9,4.3899999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12357,12,2.3,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12358,3,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12359,11,4.4000001,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12360,2,3.99,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12361,9,4.3899999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12362,3,4.5999999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12363,4,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12364,7,4.1999998,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12365,9,2.25,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12366,12,2.99,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12367,9,4.9899998,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12368,8,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12369,2,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12370,7,4.3899999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12371,4,4.1999998,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12372,2,4.3899999,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12373,11,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12374,12,4.0,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12375,13,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12376,2,4.79,COLD/FLU DRINK POWDER,01-05-2022,2022-05-01,2022
12377,12,5.75,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12378,3,2.55,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12379,6,4.0,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12380,7,2.79,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12381,9,2.2,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12382,2,2.8,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12383,11,4.0,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12384,4,2.49,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12385,2,2.49,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12386,9,2.49,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12387,9,2.49,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12388,6,2.2,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12389,9,2.2,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12390,13,2.2,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12391,12,2.49,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12392,3,2.49,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12393,2,2.2,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12394,5,2.2,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12395,4,2.8900001,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12396,2,2.8,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12397,10,4.0,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12398,2,2.3,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12399,5,2.49,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12400,2,2.25,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12401,7,2.2,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12402,2,2.49,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12403,10,2.2,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12404,2,2.49,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12405,6,2.55,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12406,5,4.3499999,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12407,12,2.49,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12408,5,5.0,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12409,13,2.95,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12410,3,2.2,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12411,7,2.2,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12412,6,2.49,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12413,6,2.2,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12414,10,2.25,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12415,3,4.0,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12416,7,2.55,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12417,8,2.74,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12418,8,2.49,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12419,3,3.0699999,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12420,4,2.95,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12421,9,2.49,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12422,10,2.2,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12423,3,2.49,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
12424,6,2.49,INDIGESTION TABLETS 16-24 PACK,01-03-2022,2022-03-01,2022
